       0         1        14        14         0
       1         1        14        14         0
       2         1        14        14         0
       3         1        14        14         0
       4         1        14        14         0
       5         1        14        14         0
       6         1        14        14         0
       7         1        14        14         0
       8         1        14        14         0
       9         1        14        14         0
      10         1        14        14         0
      11         1        14        14         0
      12         1        14        14         0
      13         1        14        14         0
      14         1        14        14         0
      15         1        14        14         0
      16         1        14        14         0
      17         1        14        14         0
      18         1        14        14         0
      19         1        14        14         0
      20         1        14        14         0
      21         1        14        14         0
      22         1        14        14         0
      23         1        14        14         0
      24         1        14        14         0
      25         1        14        14         0
      26         1        14        14         0
      27         1        14        14         0
      28         1        14        14         0
      29         1        14        14         0
      30         1        14        14         0
      31         1        14        14         0
      32         1        14        14         0
      33         1        14        14         0
      34         1        14        14         0
      35         1        14        14         0
      36         1        14        14         0
      37         1        14        14         0
      38         1        14        14         0
      39         1        14        14         0
      40         1        14        14         0
      41         1        14        14         0
      42         1        14        14         0
      43         1        14        14         0
      44         1        14        14         0
      45         1        14        14         0
      46         1        14        14         0
      47         1        14        14         0
      48         1        14        14         0
      49         1        14        14         0
      50         1        14        14         0
      51         1        14        14         0
      52         1        14        14         0
      53         1        14        14         0
      54         1        14        14         0
      55         1        14        14         0
      56         1        14        14         0
      57         1        14        14         0
      58         1        14        14         0
      59         1        14        14         0
      60         1        14        14         0
      61         1        14        14         0
      62         1        14        14         0
      63         1        14        14         0
      64         1        14        14         0
      65         1        14        14         0
      66         1        14        14         0
      67         1        14        14         0
      68         1        14        14         0
      69         1        14        14         0
      70         1        14        14         0
      71         1        14        14         0
      72         1        14        14         0
      73         1        14        14         0
      74         1        14        14         0
      75         1        14        14         0
      76         1        14        14         0
      77         1        14        14         0
      78         1        14        14         0
      79         1        14        14         0
      80         1        14        14         0
      81         1        14        14         0
      82         1        14        14         0
      83         1        14        14         0
      84         1        14        14         0
      85         1        14        14         0
      86         1        14        14         0
      87         1        14        14         0
      88         1        14        14         0
      89         1        14        14         0
      90         1        14        14         0
      91         1        14        14         0
      92         1        14        14         0
      93         1        14        14         0
      94         1        14        14         0
      95         1        14        14         0
      96         1        14        14         0
      97         1        14        14         0
      98         1        14        14         0
      99         1        14        14         0
